DIST_CODE,ASSESSMENT SUBJECT,DATA_CATEGORY_GROUP,DATA_CATEGORY,ECDS_REPORTED,BOTH_BOY_EOY_ASSESSED,MATCH_PROFICIENT_EOY,ECDS_REPORTED_suppress,BOTH_BOY_EOY_ASSESSED_suppress,MATCH_PROFICIENT_EOY_suppress,ECDS_REPORTED_noisy_pp,BOTH_BOY_EOY_ASSESSED_noisy_pp,MATCH_PROFICIENT_EOY_noisy_pp
015910,Reading,Race/Ethnicity,Hispanic/Latino,1376,1029,805,1376,1029,805,1375,1028,804
015910,Reading,Race/Ethnicity,Other,153,128,114,153,128,114,153,128,114
015910,Reading,Race/Ethnicity,White,260,197,171,260,197,171,261,196,170
015910,Reading,Homeless,Homeless,50,27,12,50,27,12,49,26,13
015910,Reading,In Foster Care,In Foster Care,23,14,10,23,14,10,23,12,10
015910,Writing,Race/Ethnicity,Black or African American,164,107,92,164,107,92,165,108,92
015910,Writing,Race/Ethnicity,Hispanic/Latino,1376,1050,927,1376,1050,927,1375,1051,929
015910,Writing,Race/Ethnicity,Other,153,130,121,153,130,121,153,130,120
015910,Writing,Race/Ethnicity,White,260,199,188,260,199,188,261,199,188
015910,Writing,Homeless,Homeless,50,27,22,50,27,22,49,27,23
015910,Writing,In Foster Care,In Foster Care,23,14,12,23,14,12,23,15,12
015910,Health,Race/Ethnicity,Black or African American,164,107,92,164,107,92,165,106,91
015910,Health,Race/Ethnicity,Hispanic/Latino,1376,1050,956,1376,1050,956,1375,1049,957
015910,Health,Race/Ethnicity,Other,153,128,120,153,128,120,153,128,120
015910,Health,Race/Ethnicity,White,260,199,194,260,199,194,261,199,194
015910,Health,Homeless,Homeless,50,27,27,50,27,27,49,27,26
015910,Health,In Foster Care,In Foster Care,23,14,12,23,14,12,23,14,11
015910,Mathematics,Race/Ethnicity,Black or African American,164,106,100,164,106,100,165,106,99
015910,Mathematics,Race/Ethnicity,Hispanic/Latino,1376,1034,947,1376,1034,947,1375,1032,947
015910,Mathematics,Race/Ethnicity,Other,153,129,126,153,129,126,153,130,126
015910,Mathematics,Race/Ethnicity,White,260,197,186,260,197,186,261,200,186
015910,Mathematics,Homeless,Homeless,50,27,27,50,27,27,49,26,26
015910,Mathematics,In Foster Care,In Foster Care,23,14,14,23,14,14,23,15,14
015911,Reading,Race/Ethnicity,Black or African American,75,61,45,75,61,45,76,62,44
015911,Reading,Race/Ethnicity,Hispanic/Latino,458,361,276,458,361,276,457,360,276
015911,Reading,Race/Ethnicity,Other,35,22,22,35,22,22,36,22,22
015911,Reading,Race/Ethnicity,White,70,58,44,70,58,44,70,56,44
015911,Reading,Homeless,Homeless,24,16,11,24,16,11,25,15,10
015911,Reading,In Foster Care,In Foster Care,13,6,3,13,NA,NA,12,5,4
015911,Writing,Race/Ethnicity,Black or African American,75,61,47,75,61,47,76,63,46
015911,Writing,Race/Ethnicity,Hispanic/Latino,458,357,312,458,357,312,457,358,309
015911,Writing,Race/Ethnicity,Other,35,22,21,35,22,21,36,23,21
015911,Writing,Race/Ethnicity,White,70,59,53,70,59,53,70,60,54
015911,Writing,Homeless,Homeless,24,16,12,24,16,12,25,17,13
015911,Writing,In Foster Care,In Foster Care,13,6,6,13,NA,NA,12,8,6
015911,Health,Race/Ethnicity,Black or African American,75,61,53,75,61,53,76,62,51
015911,Health,Race/Ethnicity,Hispanic/Latino,458,358,313,458,358,313,457,359,314
015911,Health,Race/Ethnicity,Other,35,21,19,35,21,19,36,21,20
015911,Health,Race/Ethnicity,White,70,59,53,70,59,53,70,59,54
015911,Health,Homeless,Homeless,24,16,13,24,16,13,25,16,13
015911,Health,In Foster Care,In Foster Care,13,6,4,13,NA,NA,12,6,5
015911,Mathematics,Race/Ethnicity,Black or African American,75,61,52,75,61,52,76,62,52
015911,Mathematics,Race/Ethnicity,Hispanic/Latino,458,357,310,458,357,310,457,356,309
015911,Mathematics,Race/Ethnicity,Other,35,22,20,35,22,20,36,21,20
015911,Mathematics,Race/Ethnicity,White,70,60,54,70,60,54,70,60,54
015911,Mathematics,Homeless,Homeless,24,16,13,24,16,13,25,17,14
015911,Mathematics,In Foster Care,In Foster Care,13,6,4,13,NA,NA,12,9,5
015912,Reading,Race/Ethnicity,Black or African American,48,32,7,48,32,NA,47,32,7
015912,Reading,Race/Ethnicity,Hispanic/Latino,686,402,62,686,402,62,687,402,62
015912,Reading,Race/Ethnicity,Other,23,15,2,23,15,NA,23,15,2
015912,Reading,Race/Ethnicity,White,44,29,4,44,29,NA,44,27,4
015912,Reading,Homeless,Homeless,41,18,2,41,18,NA,41,17,1
015912,Reading,In Foster Care,In Foster Care,10,4,1,10,NA,NA,9,3,0
015912,Writing,Race/Ethnicity,Black or African American,48,35,11,48,35,11,47,34,9
015912,Writing,Race/Ethnicity,Hispanic/Latino,686,413,100,686,413,100,687,412,98
015912,Writing,Race/Ethnicity,Other,23,17,7,23,17,NA,23,15,7
015912,Writing,Race/Ethnicity,White,44,29,7,44,29,NA,44,29,7
015912,Writing,Homeless,Homeless,41,19,4,41,19,NA,41,18,3
015912,Writing,In Foster Care,In Foster Care,10,4,1,10,NA,NA,9,5,0
015912,Health,Race/Ethnicity,Black or African American,48,35,8,48,35,NA,47,36,9
015912,Health,Race/Ethnicity,Hispanic/Latino,686,418,129,686,418,129,687,418,130
015912,Health,Race/Ethnicity,Other,23,17,7,23,17,NA,23,18,9
015912,Health,Race/Ethnicity,White,44,29,9,44,29,NA,44,27,9
015912,Health,Homeless,Homeless,41,19,5,41,19,NA,41,20,4
015912,Health,In Foster Care,In Foster Care,10,4,1,10,NA,NA,9,3,1
015912,Mathematics,Race/Ethnicity,Black or African American,48,35,5,48,35,NA,47,36,6
015912,Mathematics,Race/Ethnicity,Hispanic/Latino,686,401,47,686,401,47,687,400,48
015912,Mathematics,Race/Ethnicity,Other,23,17,3,23,17,NA,23,17,4
015912,Mathematics,Race/Ethnicity,White,44,29,4,44,29,NA,44,29,4
015912,Mathematics,Homeless,Homeless,41,19,2,41,19,NA,41,19,0
015912,Mathematics,In Foster Care,In Foster Care,10,4,1,10,NA,NA,9,6,3
015915,Reading,Race/Ethnicity,Black or African American,289,223,189,289,223,189,289,221,190
015915,Reading,Race/Ethnicity,Hispanic/Latino,2356,1961,1498,2356,1961,1498,2355,1961,1497
015915,Reading,Race/Ethnicity,Other,361,302,246,361,302,246,363,301,245
015915,Reading,Race/Ethnicity,White,339,252,198,339,252,198,339,252,198
015915,Reading,Homeless,Homeless,127,85,60,127,85,60,128,85,60
015915,Reading,In Foster Care,In Foster Care,70,44,35,70,44,35,70,45,37
015915,Writing,Race/Ethnicity,Black or African American,289,221,189,289,221,189,289,221,189
015915,Writing,Race/Ethnicity,Hispanic/Latino,2356,1919,1677,2356,1919,1677,2355,1919,1678
015915,Writing,Race/Ethnicity,Other,361,298,267,361,298,267,363,298,266
015915,Writing,Race/Ethnicity,White,339,247,225,339,247,225,339,248,225
015915,Writing,Homeless,Homeless,127,82,69,127,82,69,128,81,70
015915,Writing,In Foster Care,In Foster Care,70,42,37,70,42,37,70,40,38
015915,Health,Race/Ethnicity,Black or African American,289,218,192,289,218,192,289,217,190
015915,Health,Race/Ethnicity,Hispanic/Latino,2356,1872,1712,2356,1872,1712,2355,1872,1713
015915,Health,Race/Ethnicity,Other,361,297,273,361,297,273,363,296,274
015915,Health,Race/Ethnicity,White,339,245,228,339,245,228,339,246,227
015915,Health,Homeless,Homeless,127,82,72,127,82,72,128,83,72
015915,Health,In Foster Care,In Foster Care,70,42,37,70,42,37,70,43,35
015915,Mathematics,Race/Ethnicity,Black or African American,289,222,205,289,222,205,289,222,204
015915,Mathematics,Race/Ethnicity,Hispanic/Latino,2356,1943,1731,2356,1943,1731,2355,1941,1730
015915,Mathematics,Race/Ethnicity,Other,361,299,254,361,299,254,363,297,253
015915,Mathematics,Race/Ethnicity,White,339,251,236,339,251,236,339,250,234
015915,Mathematics,Homeless,Homeless,127,83,71,127,83,71,128,82,72
015915,Mathematics,In Foster Care,In Foster Care,70,42,23,70,42,23,70,43,22
015916,Reading,Race/Ethnicity,Black or African American,267,198,151,267,198,151,267,199,150
015916,Reading,Race/Ethnicity,Hispanic/Latino,683,550,436,683,550,436,684,549,436
015916,Reading,Race/Ethnicity,Other,68,54,49,68,54,49,69,53,49
015916,Reading,Race/Ethnicity,White,116,91,76,116,91,76,115,92,75
015916,Reading,Homeless,Homeless,30,13,13,30,13,13,30,11,11
015916,Reading,In Foster Care,In Foster Care,18,6,6,18,NA,NA,16,6,6
015916,Writing,Race/Ethnicity,Black or African American,267,192,153,267,192,153,267,192,153
015916,Writing,Race/Ethnicity,Hispanic/Latino,683,547,492,683,547,492,684,547,489
015916,Writing,Race/Ethnicity,Other,68,54,50,68,54,50,69,55,49
015916,Writing,Race/Ethnicity,White,116,91,78,116,91,78,115,92,78
015916,Writing,Homeless,Homeless,30,13,13,30,13,13,30,12,12
015916,Writing,In Foster Care,In Foster Care,18,6,6,18,NA,NA,16,6,6
015916,Health,Race/Ethnicity,Black or African American,267,112,97,267,112,97,267,110,97
015916,Health,Race/Ethnicity,Hispanic/Latino,683,281,260,683,281,260,684,282,260
015916,Health,Race/Ethnicity,Other,68,28,27,68,28,27,69,27,27
015916,Health,Race/Ethnicity,White,116,38,31,116,38,31,115,38,33
015916,Health,Homeless,Homeless,30,8,8,30,NA,NA,30,7,7
015916,Health,In Foster Care,In Foster Care,18,4,4,18,NA,NA,16,3,3
015916,Mathematics,Race/Ethnicity,Black or African American,267,196,167,267,196,167,267,195,168
015916,Mathematics,Race/Ethnicity,Hispanic/Latino,683,549,486,683,549,486,684,549,485
015916,Mathematics,Race/Ethnicity,Other,68,53,48,68,53,48,69,54,48
015916,Mathematics,Race/Ethnicity,White,116,92,82,116,92,82,115,93,81
015916,Mathematics,Homeless,Homeless,30,13,13,30,13,13,30,11,11
015916,Mathematics,In Foster Care,In Foster Care,18,6,6,18,NA,NA,16,7,2
015917,Reading,Race/Ethnicity,Black or African American,12,5,3,NA,NA,NA,11,4,4
015917,Reading,Race/Ethnicity,Hispanic/Latino,340,291,221,340,291,221,342,289,220
015917,Reading,Race/Ethnicity,Other,3,2,2,NA,NA,NA,4,1,1
015917,Reading,Race/Ethnicity,White,21,19,13,21,19,13,19,19,12
015917,Reading,Homeless,Homeless,8,7,7,NA,NA,NA,8,8,7
015917,Reading,In Foster Care,In Foster Care,8,6,2,NA,NA,NA,9,6,0
015917,Writing,Race/Ethnicity,Black or African American,12,5,5,NA,NA,NA,11,6,4
015917,Writing,Race/Ethnicity,Hispanic/Latino,340,289,250,340,289,250,342,292,249
015917,Writing,Race/Ethnicity,Other,6,6,6,NA,NA,NA,4,4,4
015917,Writing,Race/Ethnicity,White,21,19,10,21,19,10,19,19,8
015917,Writing,Homeless,Homeless,8,7,7,NA,NA,NA,8,5,5
015917,Writing,In Foster Care,In Foster Care,8,6,2,NA,NA,NA,9,6,2
015917,Health,Race/Ethnicity,Black or African American,12,6,6,NA,NA,NA,11,6,5
015917,Health,Race/Ethnicity,Hispanic/Latino,340,288,263,340,288,263,342,288,261
015917,Health,Race/Ethnicity,Other,6,6,6,NA,NA,NA,4,5,5
015917,Health,Race/Ethnicity,White,21,19,9,21,19,NA,19,19,9
015917,Health,Homeless,Homeless,8,6,6,NA,NA,NA,8,6,5
015917,Health,In Foster Care,In Foster Care,8,6,2,NA,NA,NA,9,6,2
015917,Mathematics,Race/Ethnicity,Black or African American,12,5,5,NA,NA,NA,11,5,5
015917,Mathematics,Race/Ethnicity,Hispanic/Latino,340,283,251,340,283,251,342,284,249
015917,Mathematics,Race/Ethnicity,Other,5,5,5,NA,NA,NA,4,4,4
015917,Mathematics,Race/Ethnicity,White,21,18,9,21,18,NA,19,19,9
015917,Mathematics,Homeless,Homeless,8,7,7,NA,NA,NA,8,8,8
015917,Mathematics,In Foster Care,In Foster Care,8,6,6,NA,NA,NA,9,5,5
020901,Reading,Race/Ethnicity,Black or African American,202,156,137,202,156,137,204,154,138
020901,Reading,Race/Ethnicity,Hispanic/Latino,430,356,313,430,356,313,430,355,314
020901,Reading,Race/Ethnicity,Other,112,96,89,112,96,89,111,96,90
020901,Reading,Race/Ethnicity,White,113,87,81,113,87,81,113,86,81
020901,Reading,Homeless,Homeless,28,12,12,28,12,12,28,12,12
020901,Reading,In Foster Care,In Foster Care,30,11,2,30,11,NA,29,11,2
020901,Writing,Race/Ethnicity,Black or African American,202,156,144,202,156,144,204,157,145
020901,Writing,Race/Ethnicity,Hispanic/Latino,430,357,333,430,357,333,430,358,331
020901,Writing,Race/Ethnicity,Other,112,96,96,112,96,96,111,95,95
020901,Writing,Race/Ethnicity,White,113,87,76,113,87,76,113,89,76
020901,Writing,Homeless,Homeless,28,12,12,28,12,12,28,12,12
020901,Writing,In Foster Care,In Foster Care,30,11,3,30,11,NA,29,11,6
020901,Health,Race/Ethnicity,Black or African American,202,148,137,202,148,137,204,148,139
020901,Health,Race/Ethnicity,Hispanic/Latino,430,349,319,430,349,319,430,349,319
020901,Health,Race/Ethnicity,Other,112,85,78,112,85,78,111,81,79
020901,Health,Race/Ethnicity,White,113,86,78,113,86,78,113,86,78
020901,Health,Homeless,Homeless,28,12,12,28,12,12,28,10,10
020901,Health,In Foster Care,In Foster Care,30,11,2,30,11,NA,29,12,1
020901,Mathematics,Race/Ethnicity,Black or African American,202,156,147,202,156,147,204,155,147
020901,Mathematics,Race/Ethnicity,Hispanic/Latino,430,355,336,430,355,336,430,357,335
020901,Mathematics,Race/Ethnicity,Other,112,95,95,112,95,95,111,97,93
020901,Mathematics,Race/Ethnicity,White,113,87,77,113,87,77,113,86,80
020901,Mathematics,Homeless,Homeless,28,12,12,28,12,12,28,10,10
020901,Mathematics,In Foster Care,In Foster Care,30,11,3,30,11,NA,29,11,3
020902,Reading,Race/Ethnicity,Black or African American,58,37,11,58,37,NA,58,38,13
020902,Reading,Race/Ethnicity,Hispanic/Latino,176,141,34,176,141,34,175,141,33
020902,Reading,Race/Ethnicity,Other,21,15,4,21,15,NA,22,17,5
020902,Reading,Race/Ethnicity,White,50,39,15,50,39,15,49,40,16
020902,Reading,Homeless,Homeless,12,6,2,12,NA,NA,15,6,3
020902,Reading,In Foster Care,In Foster Care,2,1,0,NA,NA,NA,5,2,0
020902,Writing,Race/Ethnicity,Black or African American,58,37,15,58,37,NA,58,38,17
020902,Writing,Race/Ethnicity,Hispanic/Latino,176,141,20,176,141,20,175,141,20
020902,Writing,Race/Ethnicity,Other,21,15,6,21,15,NA,22,15,7
020902,Writing,Race/Ethnicity,White,50,39,15,50,39,15,49,40,14
020902,Writing,Homeless,Homeless,12,6,2,12,NA,NA,15,5,3
020902,Writing,In Foster Care,In Foster Care,2,1,0,NA,NA,NA,5,1,0
020902,Health,Race/Ethnicity,Black or African American,58,37,17,58,37,NA,58,39,17
020902,Health,Race/Ethnicity,Hispanic/Latino,176,141,55,176,141,55,175,141,56
020902,Health,Race/Ethnicity,Other,21,15,6,21,15,NA,22,14,6
020902,Health,Race/Ethnicity,White,50,39,22,50,39,22,49,41,22
020902,Health,Homeless,Homeless,12,6,3,12,NA,NA,15,5,4
020902,Health,In Foster Care,In Foster Care,2,1,0,NA,NA,NA,5,1,0
020902,Mathematics,Race/Ethnicity,Black or African American,58,37,10,58,37,NA,58,37,13
020902,Mathematics,Race/Ethnicity,Hispanic/Latino,176,141,32,176,141,32,175,141,32
020902,Mathematics,Race/Ethnicity,Other,21,15,3,21,15,NA,22,15,4
020902,Mathematics,Race/Ethnicity,White,50,39,10,50,39,10,49,39,9
020902,Mathematics,Homeless,Homeless,12,6,2,12,NA,NA,15,6,3
020902,Mathematics,In Foster Care,In Foster Care,2,1,0,NA,NA,NA,5,1,0
020908,Reading,Race/Ethnicity,Black or African American,91,66,56,91,66,56,90,67,55
020908,Reading,Race/Ethnicity,Hispanic/Latino,236,206,167,236,206,167,235,207,167
020908,Reading,Race/Ethnicity,Other,92,79,73,92,79,73,91,80,74
020908,Reading,Race/Ethnicity,White,76,64,51,76,64,51,77,64,51
020908,Reading,Homeless,Homeless,15,9,9,15,NA,NA,14,10,7
020908,Reading,In Foster Care,In Foster Care,8,2,1,NA,NA,NA,9,3,0
020908,Writing,Race/Ethnicity,Black or African American,91,66,57,91,66,57,90,64,57
020908,Writing,Race/Ethnicity,Hispanic/Latino,236,206,171,236,206,171,235,205,172
020908,Writing,Race/Ethnicity,Other,92,76,70,92,76,70,91,78,71
020908,Writing,Race/Ethnicity,White,76,63,52,76,63,52,77,64,55
020908,Writing,Homeless,Homeless,15,9,9,15,NA,NA,14,10,7
020908,Writing,In Foster Care,In Foster Care,8,2,1,NA,NA,NA,9,2,1
020908,Health,Race/Ethnicity,Black or African American,91,66,56,91,66,56,90,65,55
020908,Health,Race/Ethnicity,Hispanic/Latino,236,206,184,236,206,184,235,206,183
020908,Health,Race/Ethnicity,Other,92,75,67,92,75,67,91,74,67
020908,Health,Race/Ethnicity,White,76,64,48,76,64,48,77,63,46
020908,Health,Homeless,Homeless,15,9,9,15,NA,NA,14,9,9
020908,Health,In Foster Care,In Foster Care,8,2,1,NA,NA,NA,9,1,1
020908,Mathematics,Race/Ethnicity,Black or African American,91,65,65,91,65,65,90,66,65
020908,Mathematics,Race/Ethnicity,Hispanic/Latino,236,205,182,236,205,182,235,205,180
020908,Mathematics,Race/Ethnicity,Other,92,79,48,92,79,48,91,80,49
020908,Mathematics,Race/Ethnicity,White,76,64,58,76,64,58,77,63,59
020908,Mathematics,Homeless,Homeless,15,9,9,15,NA,NA,14,8,8
020908,Mathematics,In Foster Care,In Foster Care,8,2,1,NA,NA,NA,9,2,1
021902,Reading,Race/Ethnicity,Black or African American,161,123,71,161,123,71,162,123,70
021902,Reading,Race/Ethnicity,Hispanic/Latino,505,447,338,505,447,338,504,445,338
021902,Reading,Race/Ethnicity,Other,32,23,16,32,23,16,33,23,16
021902,Reading,Race/Ethnicity,White,96,83,61,96,83,61,93,84,63
021902,Reading,Homeless,Homeless,21,12,6,21,12,NA,23,11,5
021902,Reading,In Foster Care,In Foster Care,11,6,3,11,NA,NA,12,7,3
021902,Writing,Race/Ethnicity,Black or African American,161,126,106,161,126,106,162,128,106
021902,Writing,Race/Ethnicity,Hispanic/Latino,505,447,358,505,447,358,504,448,358
021902,Writing,Race/Ethnicity,Other,32,24,23,32,24,23,33,25,25
021902,Writing,Race/Ethnicity,White,96,83,76,96,83,76,93,84,76
021902,Writing,Homeless,Homeless,21,12,12,21,12,12,23,12,12
021902,Writing,In Foster Care,In Foster Care,11,7,4,11,NA,NA,12,7,5
021902,Health,Race/Ethnicity,Black or African American,161,126,99,161,126,99,162,126,100
021902,Health,Race/Ethnicity,Hispanic/Latino,505,447,410,505,447,410,504,449,411
021902,Health,Race/Ethnicity,Other,32,23,15,32,23,15,33,23,16
021902,Health,Race/Ethnicity,White,96,83,83,96,83,83,93,82,81
021902,Health,Homeless,Homeless,21,12,6,21,12,NA,23,12,6
021902,Health,In Foster Care,In Foster Care,11,7,4,11,NA,NA,12,8,3
021902,Mathematics,Race/Ethnicity,Black or African American,161,124,99,161,124,99,162,125,100
021902,Mathematics,Race/Ethnicity,Hispanic/Latino,505,448,375,505,448,375,504,448,373
021902,Mathematics,Race/Ethnicity,Other,32,23,15,32,23,15,33,22,17
021902,Mathematics,Race/Ethnicity,White,96,83,83,96,83,83,93,84,84
021902,Mathematics,Homeless,Homeless,21,12,12,21,12,12,23,15,14
